Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Home Bancshares Inc.,HOMB,Financials,Banks,8,526,-,-,18.31,2.62,0.1200,4,0.48,C06,0.1100,8-14-18,9-5-18,9.09,15.0 ,18.7 ,26.0 ,25.0 ,1.039 ,1.687,,27.75,10.58,12,1.73,2.12,4.55,1.36,8.20,-9.40,4.58,15.40,5.00,"3,120",4.3,0.16,18.0 ,28.6 ,(20.0),0.46,0.49,0.51,0.54,0.56,2.56,14.0,1.16 ,19.3,-27.4,2.3,-14.3,,2011,0,1.3
Home Depot Inc.,HD,Consumer Discretionary,Specialty Retail,9,353,Y,Y,183.53,2.24,1.0300,4,4.12,C22,0.8900,3-7-18,3-22-18,15.73,15.7 ,20.4 ,21.4 ,16.4 ,1.305 ,1.046,,43.78,19.50,1,9.41,1.38,1.97,158.22,652.60,18.30,4.79,20.50,14.09,"208,310",0.1,19.53,4.2 ,23.7 ,1071.1 ,4.53,4.75,5.22,5.75,6.32,26.57,14.5,1.11 ,16.1,-14.8,5.5,-2.7,,2010,0,23.1
Home Federal Bancorp Inc. of Louisiana,HFBL,Financials,Thrifts & Mortgage Finance,5,824,-,-,30.83,1.82,0.1400,4,0.56,B5,0.1200,7-20-18,8-6-18,16.67,23.8 ,20.1 ,16.7 ,8.0 ,2.080 ,1.520,,23.93,13.18,12,2.34,n/a,3.1,1.15,7.6,15.2,n/a,11,n/a,57.96,9,0,5.4 ,18.5 ,(17.9),0.57,0.59,0.61,0.63,0.64,3.04,9.9,0.65,20.23,-17.35,-1.39,-0.7,,2014,0,0.9
Honeywell International Inc.,HON,Industrials,Industrial Conglomerates,8,548,N,N,143.63,2.28,0.8200,4,3.28,C08,0.7450,11-15-18,12-7-18,10.07,11.5 ,12.5 ,12.7 ,10.8 ,1.181 ,4.098,,57.64,25.24,12,5.69,3.80,2.48,5.84,15.10,-30.70,-1.43,3.10,6.64,"106,540",0.1,1.00,(10.3),15.0 ,156.0 ,3.09,3.12,3.32,3.54,3.78,16.85,11.7,1.07 ,16.3,-11.6,3.6,-0.9,,2012,0,4.3
Hope Bancorp Inc.,HOPE,Financials,Banks,7,618,-,-,14.31,3.91,0.1400,4,0.56,B14,0.1300,7-26-18,8-10-18,7.69,8.0 ,8.7 ,16.7 ,17.2 ,0.966 ,4.061,,38.89,9.94,12,1.44,1.25,2.81,0.98,8.40,10.60,3.23,4.10,8.00,"1,830",1.2,0.15,10.6 ,20.6 ,(34.2),0.59,0.61,0.66,0.72,0.77,3.36,23.5,1.55 ,25.9,-28.0,5.8,-11.7,,2012,0,1.1
Horace Mann Educators Corp.,HMN,Financials,Insurance,9,362,Y,Y,41.65,2.74,0.2850,4,1.14,C30,0.2750,3-16-18,3-30-18,3.64,3.6 ,4.5 ,7.9 ,12.0 ,0.658 ,n/a,,73.55,26.87,12,1.55,2.11,1.38,1.33,11.80,-16.10,234.97,-7.50,12.70,"1,710",0.9,0.23,(16.2),10.6 ,26.0 ,1.15,1.27,1.39,1.53,1.69,7.03,16.9,0.85 ,17.9,-12.3,7.1,-2.6,,2010,0,1.5
Horizon Bancorp,HBNC,Financials,Banks,8,489,N,N,16.14,2.48,0.1000,4,0.40,A20,0.0867,4-5-18,4-20-18,15.34,20.8 ,15.1 ,16.2 ,11.8 ,1.373 ,n/a,Adj/split,30.53,12.32,12,1.31,n/a,3.87,1.30,10.20,29.00,12.17,0.00,n/a,616,0.8,1.08,6.4 ,18.7 ,(15.6),0.43,0.47,0.48,0.50,0.51,2.38,14.8,1.03 ,9.1,-27.1,-1.4,-15.3,,2011,0,1.2
Hospitality Properties Trust,HPT,Real Estate,Equity Real Estate Investment Trusts (REITs),7,602,N,N,26.66,7.95,0.5300,4,2.12,B17,0.5200,4-27-18,5-17-18,1.92,1.9 ,2.0 ,2.2 ,(3.7),n/a,0.297,,108.72,13.67,12,1.95,2.73,1.93,1.57,11.80,-6.80,-24.64,7.50,5.00,"4,410",0.2,1.48,(3.5),10.2 ,(2.3),2.13,2.15,2.26,2.37,2.49,11.41,42.8,1.03 ,18.7,-9.4,4.4,-2.0,,2012,0,4.5
HP Inc.,HPQ,Information Technology,"Technology Hardware, Storage & Peripherals",9,407,-,-,22.03,2.91,0.1602,4,0.64,A03,0.1393,12-12-18,1-2-19,15.00,5.0 ,18.8 ,16.3 ,14.0 ,1.171 ,n/a,,29.26,10.06,10,2.19,1.34,0.59,n/a,-303.90,18.10,4.74,-7.70,7.50,"34,790",0.1,n/a,9.2 ,19.3 ,n/a,0.61,0.64,0.69,0.74,0.80,3.48,15.8,1.48 ,14.7,-18.7,1.0,-4.8,,2011,0,15.6
Humana Inc.,HUM,Health Care,Health Care Providers & Services,8,491,-,-,308.99,0.65,0.5000,4,2.00,A27,0.4000,3-29-18,4-27-18,25.00,27.5 ,18.6 ,12.4 ,n/a,n/a,0.655,,16.56,25.58,12,12.08,1.59,0.76,4.02,14.90,335.80,21.13,18.90,16.08,"42,370",0.2,0.51,(12.6),13.0 ,113.8 ,2.09,2.30,2.53,2.78,3.06,12.76,4.1,1.04 ,18.8,-13.2,3.6,-0.5,,2011,0,4.9
Huntington Bancshares Inc.,HBAN,Financials,Banks,8,533,Y,Y,13.24,4.23,0.1400,4,0.56,A02,0.1100,9-14-18,10-1-18,27.27,46.9 ,25.1 ,21.2 ,(5.1),n/a,4.600,,49.12,11.61,12,1.14,1.29,3.68,1.48,13.20,23.40,6.95,4.60,9.00,"13,950",0.8,0.96,13.8 ,25.4 ,(12.6),0.52,0.55,0.60,0.66,0.72,3.05,23.0,1.41 ,19.1,-20.2,0.9,-9.7,,2011,0,1.3
Huntington Ingalls Industries Inc.,HII,Industrials,Aerospace & Defense,7,644,-,-,206.45,1.67,0.8600,4,3.44,C08,0.7200,11-29-18,12-14-18,19.44,19.8 ,21.1 ,43.3 ,n/a,n/a,1.353,,20.48,12.29,12,16.80,1.37,1.10,4.90,39.30,-3.80,-15.41,32.00,8.95,"8,730",0.1,0.70,32.7 ,45.0 ,63.6 ,3.05,3.08,3.36,3.66,3.98,17.13,8.3,1.15 ,18.8,-25.4,3.5,-8.3,,2013,0,10.9
Hurco Companies Inc.,HURC,Industrials,Machinery,6,715,-,-,38.35,1.15,0.1100,4,0.44,A16,0.1000,3-30-18,4-16-18,10.00,10.3 ,11.5 ,33.9 ,n/a,n/a,1.448,,12.32,10.74,6,3.57,n/a,0.85,1.16,9.90,58.70,n/a,23.40,n/a,256,3.1,0.01,24.3 ,35.0 ,(25.6),0.47,0.49,0.50,0.52,0.53,2.51,6.5,0.62 ,20.0,-24.1,3.0,-9.9,,2013,0,7
Hyster-Yale Materials Handling Inc.,HY,Industrials,Machinery,7,607,-,-,69.59,1.78,0.3100,4,1.24,C15,0.3025,5-31-18,6-15-18,2.48,2.5 ,2.9 ,4.3 ,n/a,n/a,n/a,,28.57,16.03,12,4.34,1.07,0.36,2.07,5.90,101.70,73.36,-2.10,15.00,"1,140",1.6,0.53,(10.0),6.1 ,21.5 ,1.36,1.49,1.64,1.80,1.98,8.28,11.9,1.04 ,24.5,-20.3,8.0,7.2,,2012,0,2
Idacorp Inc.,IDA,Utilities,Electric Utilities,7,638,N,N,97.50,2.58,0.6300,4,2.52,B30,0.5900,11-2-18,11-30-18,6.78,7.1 ,7.7 ,8.9 ,7.2 ,1.234 ,2.109,,52.72,20.40,12,4.78,7.85,3.67,2.08,10.40,7.90,0.22,4.20,2.60,"5,010",0.4,0.00,(9.0),11.4 ,37.3 ,2.59,2.60,2.66,2.73,2.80,13.38,13.7,0.41 ,22.5,-4.8,1.3,2.8,,2013,0,3.9
IDEX Corp.,IEX,Industrials,Machinery,9,369,-,-,137.86,1.25,0.4300,4,1.72,B31,0.3700,5-14-18,5-31-18,16.22,14.5 ,10.2 ,13.3 ,13.2 ,1.005 ,0.231,,30.60,24.53,12,5.62,1.89,4.29,5.12,20.40,23.40,7.66,57.50,13.00,"10,540",0.3,0.41,(10.0),14.5 ,136.3 ,1.83,1.97,2.16,2.38,2.62,10.95,7.9,1.29 ,17.1,-12.7,3.9,-1.7,,2010,0,11.7
Independence Holding Company,IHC,Financials,Insurance,5,816,-,-,35.76,0.84,0.15,2,0.30,JlDc,0.1,5-25-18,6-18-18,50.00,56.3 ,46.2 ,48.2 ,17.5 ,2.759 ,1.991,,8.98,10.71,12,3.34,n/a,1.53,1.19,9.50,153.30,n/a,24.200 ,n/a,528.89,3.9,0,38.3 ,49.0 ,(24.7),0.28,0.28,0.29,0.30,0.31,1.46,4.1,0.26,34.69,-12.05,-3.66,-1.08,,2014,0,4
Independent Bancorp MA,INDB,Financials,Banks,8,482,N,N,79.78,1.91,0.3800,4,1.52,A06,0.3200,3-23-18,4-6-18,18.75,16.8 ,12.7 ,10.9 ,7.5 ,1.459 ,1.020,,34.55,18.13,12,4.40,2.27,6.91,2.20,10.80,12.40,6.13,10.70,8.00,"2,240",1.0,0.11,(5.3),12.8 ,33.1 ,1.61,1.70,1.84,1.99,2.15,9.29,11.6,1.05 ,20.7,-16.0,6.6,-0.6,,2011,0,1.3
Independent Bank Corp. MI,IBCP,Financials,Banks,6,775,Y,Y,22.16,3.25,0.1800,4,0.72,B15,0.1500,2-4-19,2-15-19,20.00,42.9 ,32.1 ,n/a,5.8 ,n/a,n/a,,44.17,13.60,12,1.63,1.70,4.40,1.55,10.40,16.70,14.06,8.90,8.00,529,0.3,0.35,n/a,n/a,(3.2),0.66,0.73,0.78,0.85,0.91,3.93,17.7,0.37 ,9.8,-18.2,1.0,-7.6,,2014,0,1
Independent Bank Group Inc.,IBTX,Financials,Banks,5,809,-,-,52.76,1.06,0.1400,4,0.56,B17,0.1200,5-4-18,5-17-18,16.67,35.0 ,19.1 ,35.1 ,n/a,n/a,4.743,,13.73,12.93,12,4.08,1.29,4.19,1.02,7.80,10.70,13.75,7.40,10.00,"1,600",19.7,0.11,23.2 ,36.2 ,(23.4),0.59,0.65,0.72,0.79,0.87,3.63,6.9,1.46 ,19.5,-33.2,2.2,-18.0,,2014,0,1.2
Ingersoll-Rand plc,IR,Industrials,Machinery,8,532,-,-,100.04,2.12,0.5300,4,2.12,C29,0.4500,9-6-18,9-28-18,17.78,15.3 ,19.1 ,23.9 ,13.0 ,1.833 ,1.563,"ADR-Ire,US$",33.70,15.90,12,6.29,1.04,1.60,3.37,21.80,-8.20,12.92,15.30,15.32,"24,650",0.2,0.56,10.1 ,26.0 ,54.3 ,1.98,2.18,2.40,2.63,2.90,12.09,12.1,1.26 ,25.6,-6.6,3.9,5.2,,2011,0,8.4
Ingredion Inc.,INGR,Consumer Staples,Food Products,8,543,Y,Y,99.00,2.53,0.6250,4,2.50,A25,0.6000,9-28-18,10-25-18,4.17,15.5 ,12.3 ,11.6 ,16.9 ,0.688 ,1.904,,38.82,15.37,12,6.44,8.09,1.20,2.49,15.40,12.70,8.96,6.10,1.90,"7,010",0.3,0.59,(1.2),14.1 ,30.4 ,2.67,2.91,2.96,3.02,3.08,14.63,14.8,0.74 ,13.8,-31.2,1.7,-5.3,,2011,0,7.6
Innospec Inc.,IOSP,Materials,Chemicals,5,846,-,-,70.27,1.28,0.45,2,0.90,MyNv,0.44,11-16-18,11-29-18,2.27,15.6 ,13.4 ,12.2 ,24.4 ,0.500 ,1.473,,21.90,17.10,12,4.11,2.28,1.20,2.04,7.30,25.70,6.69,8.300 ,7.500 ,1720,1.48,0.27,(3.6),13.5 ,24.5 ,0.98,1.04,1.12,1.21,1.30,5.65,8.0,1.22,32.41,-15.54,5.95,-4.05,,2014,0,4.1
Insperity Inc.,NSP,Industrials,Professional Services,8,462,-,-,106.68,0.75,0.2000,4,0.80,C22,0.1500,3-7-18,3-22-18,33.33,39.1 ,23.5 ,18.7 ,12.8 ,1.459 ,3.164,,26.14,34.86,12,3.06,1.94,1.17,28.99,144.40,34.60,16.10,5.90,18.00,"4,330",2.1,0.69,(15.4),19.4 ,570.2 ,0.88,0.97,1.06,1.17,1.29,5.37,5.0,0.91 ,92.6,-11.9,10.5,5.9,,2011,0,14.6
Intercontinental Exchange Inc.,ICE,Financials,Capital Markets,6,704,-,-,76.76,1.25,0.2400,4,0.96,C29,0.2000,3-14-18,3-29-18,20.00,20.0 ,18.3 ,49.2 ,n/a,n/a,3.414,,30.38,24.29,12,3.16,1.78,9.01,2.61,15.40,24.10,9.19,14.40,13.67,"43,400",0.2,0.46,26.1 ,50.4 ,67.9 ,1.06,1.15,1.27,1.40,1.53,6.41,8.3,0.49 ,14.7,-7.1,0.3,2.4,,2013,0,3.2
Interdigital Inc,IDCC,Information Technology,Communications Equipment,6,683,-,-,72.81,1.92,0.3500,4,1.40,A25,0.3000,10-10-17,10-25-17,16.67,12.0 ,20.5 ,36.1 ,n/a,n/a,n/a,2018 = Year 6,31.67,16.47,12,4.42,1.10,5.66,2.52,11.80,-31.00,-30.06,-0.70,15.00,"2,470",1.1,0.31,21.5 ,38.0 ,35.8 ,1.41,1.43,1.57,1.73,1.90,8.04,11.0,1.24 ,16.8,-15.2,2.4,-6.0,,2014,0,6.7
Interface Inc.,TILE,Industrials,Commercial Services & Supplies,9,339,-,-,16.41,1.58,0.0650,4,0.26,B25,0.0600,8-9-17,8-25-17,8.33,4.0 ,13.0 ,18.8 ,8.0 ,2.335 ,0.722,2018 = Year 9,24.53,15.48,12,1.06,0.47,0.87,2.77,14.10,32.60,15.48,26.00,33.10,969,1.0,1.84,4.9 ,20.4 ,38.1 ,0.29,0.31,0.35,0.38,0.42,1.75,10.6,1.46 ,22.0,-37.5,7.1,-20.3,,2011,0,5.1
International Bancshares Corp.,IBOC,Financials,Banks,9,394,-,-,35.47,2.37,0.4200,2,0.84,ApOc,0.3300,10-5-18,10-16-18,27.27,13.6 ,8.9 ,11.8 ,1.3 ,9.147 ,1.100,,28.09,11.86,12,2.99,1.19,5.14,1.26,10.90,14.40,n/a,10.70,10.00,"2,330",6.6,0.09,2.3 ,14.1 ,(18.5),0.83,0.85,0.93,1.03,1.13,4.77,13.4,1.36 ,8.9,-26.0,-0.9,-14.6,,2010,0,1.7
International Paper Co.,IP,Materials,Containers & Packaging,9,404,N,N,47.43,4.22,0.5000,4,2.00,C15,0.4750,11-14-18,12-14-18,5.26,3.4 ,5.5 ,9.3 ,6.9 ,1.348 ,1.726,,52.08,12.35,12,3.84,1.07,0.82,2.74,n/a,10.00,1.17,5.40,11.50,"18,920",0.1,1.60,1.2 ,13.5 ,22.6 ,2.12,2.14,2.36,2.59,2.85,12.06,25.4,1.55 ,26.3,-25.3,7.9,-4.3,,2011,0,n/a
Interpublic Group of Companies Inc.,IPG,Communication Services,Media,6,691,Y,Y,22.75,3.69,0.2100,4,0.84,C15,0.1800,2-28-18,3-15-18,16.67,16.7 ,20.5 ,22.9 ,n/a,n/a,2.932,,57.14,15.48,12,1.47,2.07,0.95,4.07,28.60,-8.40,3.45,7.80,7.50,"8,700",0.3,1.56,11.1 ,26.6 ,67.3 ,0.85,0.88,0.94,1.01,1.09,4.77,21.0,1.09 ,16.0,-12.5,2.2,-0.6,,2013,0,4.8
Intuit Inc.,INTU,Information Technology,Software,8,541,-,-,215.82,0.87,0.4700,4,1.88,C18,0.3900,10-9-18,10-18-18,20.51,16.3 ,16.0 ,18.6 ,n/a,n/a,1.485,,37.75,43.34,7,4.98,2.98,9.10,20.17,55.40,29.10,12.93,12.50,14.57,"55,450",0.1,0.15,(23.9),19.4 ,523.3 ,1.80,1.98,2.18,2.40,2.64,11.01,5.1,1.16 ,43.5,-6.9,6.0,4.4,,2011,0,24.3
Invesco Limited,IVZ,Financials,Capital Markets,9,370,Y,Y,18.22,6.59,0.3000,4,1.20,C01,0.2900,5-10-18,6-1-18,3.45,3.5 ,3.9 ,7.0 ,8.6 ,0.814 ,0.644,,47.24,7.17,12,2.54,2.25,1.36,0.84,13.30,18.10,-8.50,10.90,3.19,"7,400",0.5,0.85,6.4 ,13.6 ,(48.3),1.31,1.32,1.36,1.41,1.45,6.86,37.6,1.55 ,18.5,-50.3,-0.3,-22.9,,2010,0,3.7
Investar Holding Corp.,ISTR,Financials,Banks,6,768,-,-,23.06,0.87,0.0500,4,0.20,A30,0.0450,12-28-18,1-31-19,11.11,26.3 ,70.8 ,n/a,n/a,n/a,n/a,,14.18,16.35,12,1.41,n/a,2.98,1.24,7.20,-8.80,19.51,23.80,n/a,208,6.7,0.13,n/a,n/a,(5.1),0.15,0.17,0.17,0.18,0.18,0.86,3.7,0.22 ,18.3,-22.9,-4.5,-11.7,,2014,0,0.7
Investors Bancorp,ISBC,Financials,Banks,7,635,-,-,12.14,3.62,0.1100,4,0.44,B24,0.0900,11-8-18,11-23-18,22.22,15.2 ,23.9 ,37.1 ,n/a,n/a,2.789,,58.67,16.19,12,0.75,1.57,3.74,1.12,5.30,-5.60,2.48,13.30,10.38,"3,530",0.1,1.60,24.5 ,40.7 ,(10.2),0.38,0.39,0.43,0.48,0.52,2.21,18.2,0.85 ,22.2,-15.8,6.2,-2.3,,2013,0,0.6
Iron Mountain Inc.,IRM,Real Estate,Equity Real Estate Investment Trusts (REITs),9,408,-,-,37.20,6.57,0.6110,4,2.44,A02,0.5875,12-14-18,1-3-19,4.00,6.8 ,7.2 ,16.8 ,n/a,n/a,n/a,,290.95,44.29,12,0.84,n/a,2.55,5.49,10.70,69.30,5.08,-6.20,-0.97,"10,610",0.9,4.30,(20.9),23.4 ,228.7 ,2.59,2.72,2.74,2.77,2.80,13.61,36.6,0.72 ,23.1,0.5,9.5,8.8,,2011,0,2
ITT Corp.,ITT,Industrials,Machinery,6,707,N,N,52.56,1.02,0.1340,4,0.54,A02,0.1280,3-9-18,4-2-18,4.69,5.5 ,4.3 ,6.0 ,7.2 ,0.840 ,0.300,,13.33,13.07,12,4.02,1.63,1.67,2.58,12.80,43.80,13.64,20.10,8.00,"4,600",0.2,0.09,(6.0),7.0 ,22.4 ,0.59,0.65,0.70,0.76,0.82,3.51,6.7,1.65 ,17.1,-16.6,2.8,-2.8,,2013,0,5.6
j2 Global Inc.,JCOM,Information Technology,Software,8,547,-,-,75.16,2.32,0.4350,4,1.74,C09,0.4250,11-16-18,12-5-18,2.35,10.5 ,11.4 ,11.5 ,n/a,n/a,2.948,,59.79,25.83,12,2.91,3.22,3.14,3.45,9.30,0.70,7.28,3.90,8.00,"3,700",1.5,0.97,(12.0),13.8 ,99.0 ,1.69,1.81,1.96,2.12,2.29,9.87,13.1,0.90 ,15.5,-17.9,5.6,-5.6,,2011,0,3.9
Johnson Controls International plc,JCI,Industrials,Building Products,7,580,Y,Y,33.77,3.08,0.2600,4,1.04,A12,0.2500,12-15-17,1-12-18,4.00,4.0 ,7.7 ,9.5 ,7.2 ,1.328 ,0.484,"Ireland,US$",42.62,13.84,9,2.44,1.50,0.97,1.48,10.40,39.10,31.72,19.70,9.26,"30,390",0.2,0.52,(1.2),12.6 ,(4.6),1.14,1.26,1.37,1.50,1.64,6.92,20.5,1.02 ,19.4,-16.4,5.0,-2.5,,2012,0,4.4
Johnson Outdoors Inc.,JOUT,Consumer Discretionary,Leisure Products,6,741,-,-,62.65,0.89,0.1400,4,0.56,C26,0.1200,10-9-18,10-24-18,16.67,29.7 ,16.3 ,45.0 ,8.1 ,5.541 ,2.329,,11.41,12.76,9,4.91,0.91,1.15,2.25,15.30,38.50,9.60,19.30,14.00,628,3.9,0.00,33.1 ,45.8 ,13.0 ,0.53,0.58,0.64,0.70,0.77,3.21,5.1,1.02 ,14.6,-41.6,-2.8,-20.2,,2013,0,10.6
Jones Lang Lasalle,JLL,Real Estate,Real Estate Management & Development,8,507,Y,Y,143.41,0.57,0.4100,2,0.82,JuDe,0.3700,5-17-18,6-15-18,10.81,13.9 ,13.6 ,13.3 ,0.9 ,14.793 ,0.997,,7.49,13.10,12,10.95,1.27,0.47,1.85,10.50,23.70,0.24,13.30,10.35,"6,550",0.3,0.28,0.7 ,13.8 ,3.8 ,0.90,0.90,0.99,1.09,1.20,5.10,3.6,1.67 ,19.7,-19.8,6.4,-5.3,,2011,0,3.9
JPMorgan Chase & Co.,JPM,Financials,Banks,8,544,N,N,103.50,3.09,0.8000,4,3.20,A31,0.5600,10-4-18,10-31-18,42.86,21.6 ,13.9 ,12.8 ,5.0 ,2.545 ,2.280,,35.60,11.51,12,8.99,1.20,4.42,1.51,11.30,10.50,7.93,5.60,9.63,"342,020",0.1,1.17,4.3 ,15.9 ,(12.1),2.73,2.94,3.23,3.54,3.88,16.32,15.8,1.13 ,13.6,-13.3,0.7,-5.1,,2011,0,1
Kadant Inc.,KAI,Industrials,Machinery,6,717,-,-,85.30,1.03,0.2200,4,0.88,B10,0.2100,4-11-18,5-10-18,4.76,6.1 ,9.6 ,28.3 ,n/a,n/a,n/a,,24.58,23.83,12,3.58,2.98,1.52,2.65,12.50,-13.10,16.09,-1.30,8.00,940,1.2,0.54,5.5 ,29.4 ,67.5 ,0.88,0.97,1.04,1.13,1.22,5.23,6.1,1.16 ,11.6,-23.7,-0.8,-10.4,,2013,0,5.7
Kaiser Aluminum Corp.,KALU,Materials,Metals & Mining,8,567,-,-,100.37,2.39,0.6000,4,2.40,B15,0.5500,1-24-19,2-15-19,9.09,10.0 ,11.2 ,12.9 ,10.1 ,1.275 ,8.592,,44.94,18.80,12,5.34,1.44,1.05,2.18,7.00,-5.90,20.16,1.50,13.09,"1,620",0.3,0.00,(3.5),15.3 ,34.9 ,2.22,2.44,2.69,2.96,3.25,13.57,13.5,0.93 ,20.5,-16.1,7.3,-2.5,,2012,0,3.8
Kansas City Southern,KSU,Industrials,Road & Rail,7,579,-,-,105.75,1.36,0.3600,4,1.44,A04,0.3300,9-8-17,10-4-17,9.09,6.7 ,4.3 ,11.4 ,n/a,n/a,1.293,2018 = Year 7,24.28,17.83,12,5.93,1.28,3.96,2.26,20.90,17.80,13.69,8.80,13.88,"10,750",0.3,0.56,(5.1),12.7 ,33.8 ,1.58,1.74,1.92,2.11,2.32,9.67,9.1,0.81 ,16.8,-12.1,5.7,-1.6,,2013,0,10.5
KAR Auction Services Inc.,KAR,Industrials,Commercial Services & Supplies,6,686,-,-,52.01,2.69,0.3500,4,1.40,A05,0.3200,12-19-17,1-5-18,9.38,9.4 ,9.0 ,13.0 ,n/a,n/a,0.537,,55.78,20.72,12,2.51,2.35,1.88,4.48,28.50,22.60,8.03,24.20,8.80,"7,020",0.3,1.71,(5.0),15.7 ,103.1 ,1.54,1.66,1.81,1.97,2.14,9.13,17.5,1.24 ,14.7,-19.4,1.4,-7.1,,2013,0,6
Kennedy-Wilson Holdings Inc.,KW,Real Estate,Real Estate Management & Development,9,409,-,-,19.99,4.20,0.2100,4,0.84,A04,0.1900,12-27-18,1-3-19,10.53,11.8 ,19.1 ,23.9 ,n/a,n/a,0.437,,69.42,16.52,12,1.21,2.06,3.63,2.25,16.60,-6.00,-117.90,54.80,8.00,"2,820",3.7,4.31,11.6 ,28.1 ,28.5 ,0.77,0.78,0.84,0.90,0.98,4.26,21.3,1.36 ,25.3,-10.3,5.4,-0.4,,2011,0,2.8
Kewaunee Scientific Corp.,KEQU,Health Care,Health Care Equipment & Supplies,6,736,-,-,32.16,2.36,0.1900,4,0.76,C25,0.1700,9-10-18,9-25-18,11.76,12.5 ,12.9 ,11.4 ,8.8 ,1.295 ,0.764,,33.93,14.36,4,2.24,n/a,0.56,1.80,10.80,41.70,8.60,14.90,n/a,91,0.6,0.13,(0.6),13.7 ,7.2 ,0.79,0.86,0.89,0.91,0.94,4.39,13.7,(0.46),46.2,-17.1,14.0,2.4,,2013,0,6.2
KeyCorp,KEY,Financials,Banks,8,528,N,Y,16.47,4.13,0.1700,4,0.68,C15,0.1200,8-27-18,9-14-18,41.67,48.7 ,24.9 ,21.3 ,(5.5),n/a,2.768,,40.00,9.69,12,1.70,1.42,3.46,1.24,10.10,56.40,8.70,7.70,6.80,"16,860",0.2,1.01,15.8 ,25.4 ,(26.9),0.62,0.68,0.72,0.77,0.82,3.61,21.9,1.21 ,20.6,-26.5,0.6,-13.9,,2011,0,1
Kimco Realty Corp.,KIM,Real Estate,Equity Real Estate Investment Trusts (REITs),8,452,Y,Y,17.01,6.58,0.2800,4,1.12,A16,0.2700,12-29-17,1-16-18,3.70,3.7 ,5.3 ,5.9 ,(3.7),n/a,0.191,,211.32,32.09,12,0.53,7.00,5.89,1.33,9.10,12.80,-37.30,31.00,4.60,"7,040",0.1,0.91,(19.6),12.5 ,37.7 ,1.23,1.24,1.30,1.36,1.42,6.56,38.6,0.62 ,29.3,-5.3,7.3,6.6,,2011,0,4.3
Kingstone Companies Inc.,KINS,Financials,Insurance,8,460,-,-,16.45,2.43,0.1000,4,0.40,C15,0.0800,2-27-18,3-15-18,25.00,32.2 ,23.5 ,20.1 ,n/a,n/a,0.567,,78.43,32.25,12,0.51,n/a,1.53,1.92,6.50,-20.60,116.42,35.50,n/a,168,8.6,0.32,(9.7),22.5 ,65.9 ,0.40,0.44,0.46,0.47,0.49,2.26,13.8,0.58 ,24.6,-23.0,2.2,-3.9,,2011,0,2.3
Kite Realty Group Trust,KRG,Real Estate,Equity Real Estate Investment Trusts (REITs),5,781,Y,Y,16.63,7.64,0.3175,4,1.27,A12,0.3025,1-4-18,1-12-18,4.96,5.0 ,5.6 ,5.8 ,(9.1),n/a,0.355,,n/a,n/a,12,-0.16,n/a,3.91,0.94,-0.90,901.30,291.70,16.20,52.70,"1,390",0.2,1.07,n/a,13.4 ,n/a,1.40,1.54,1.69,1.86,2.05,8.53,51.3,0.73 ,21.7,-6.3,6.9,3.7,,2014,0,-0.4
KLA-Tencor Corp.,KLAC,Information Technology,Semiconductors & Semiconductor Equipment,9,371,-,-,106.57,2.82,0.7500,4,3.00,C01,0.5900,5-14-18,6-1-18,27.12,25.7 ,11.7 ,10.8 ,16.8 ,0.643 ,0.575,,35.38,12.57,6,8.48,1.81,3.98,10.55,63.40,28.90,1.72,18.80,6.95,"16,540",0.3,0.00,1.1 ,13.6 ,142.7 ,3.12,3.18,3.40,3.63,3.89,17.22,16.2,1.52 ,32.1,-14.0,14.3,3.8,,2010,0,16.5
Kohl's Corp.,KSS,Consumer Discretionary,Multiline Retail,8,467,-,-,68.69,3.55,0.6100,4,2.44,C28,0.5500,3-13-18,3-28-18,10.91,10.9 ,10.7 ,11.8 ,n/a,n/a,16.787,,47.29,13.31,1,5.16,1.24,0.56,2.07,18.30,38.50,4.19,0.70,10.75,"11,270",0.7,0.72,2.0 ,15.3 ,10.7 ,2.68,2.80,3.08,3.38,3.72,15.66,22.8,0.89 ,18.7,-17.5,3.6,-3.2,,2011,0,7.5
Kraft Heinz Company,KHC,Consumer Staples,Food Products,6,680,Y,Y,48.06,5.20,0.6250,4,2.50,C15,0.6000,8-16-17,9-15-17,4.17,2.0 ,4.0 ,4.3 ,11.1 ,0.387 ,0.135,2018 = Year 6,88.65,17.04,12,2.82,3.03,2.22,0.90,15.80,15.70,2.61,31.90,5.62,"58,340",0.1,0.50,(7.5),9.5 ,(17.4),2.75,2.82,2.98,3.15,3.32,15.02,31.3,0.80 ,15.5,-39.1,1.4,-13.7,,2014,0,8.6
